Item Name,Level 1 Code,Level 1 Category,Level 2 Code,Level 2 Category,Level 3 Code,Level 3 Category,Level 4 Code,Level 4 Category,Template
"Reducer, TS Solvent-Weld (Water Service), PVC",04,PVC,0402,Fitting,0402005,Reducer,0402005001,TS Solvent-Weld (Water Service),B
"Reducer, Duct, PVC",04,PVC,0402,Fitting,0402005,Reducer,0402005003,Duct,B
"Y-Tee, Duct, PVC",04,PVC,0402,Fitting,0402008,Y-Tee,0402008002,Duct,B
"Socket, TS Solvent-Weld (Water Service), PVC",04,PVC,0402,Fitting,0402009,Socket,0402009001,TS Solvent-Weld (Water Service),B
"Valve Socket, PVC",04,PVC,0402,Fitting,0402009,Socket,0402009004,Valve Socket,B
"Socket, Duct, PVC",04,PVC,0402,Fitting,0402009,Socket,0402009006,Duct,B
"Panel Mount Union, PVC",04,PVC,0402,Fitting,0402018,Panel Mount Union,0402018001,Standard,B
"Flange, PVC",04,PVC,0403,Flange,0403001,Flange,0403001001,Standard,B
"Blind Flange, PVC",04,PVC,0403,Flange,0403002,Blind Flange,0403002001,Standard,B
"Ball Valve, Socket Type, PVC",04,PVC,0404,Valve,0404004,Ball Valve,0404004001,Socket Type,B
"Union Ball Valve, Socket Type, PVC",04,PVC,0404,Valve,0404005,Union Ball Valve,0404005003,Socket Type,B
Check Valve (PVC),04,PVC,0404,Valve,0404018,Check Valve,0404018001,Check Valve (PVC),B
"Valve, PVC",04,PVC,0404,Valve,0404020,Other,0404020001,Standard,B
PVC Damper Socket Type,04,PVC,0405,Damper,0405004,PVC Damper Socket Type,0405004001,Standard,B
"Screw Type, Strainer, PVC",04,PVC,0406,Strainer,0406001,Screw Type,0406001001,Standard,B
"Plug, PVC",04,PVC,0407,Plug,0407001,Plug,0407001001,PVC,B
FM Approved PVC (Fire-Rated),04,PVC,0409,FM Approved PVC,0409001,FM Approved PVC (Fire-Rated),0409001001,FM Approved PVC (Fire-Rated),B
"Pipe, Clean PVC",05,Clean PVC,0501,Pipe,0501001,Standard,0501001001,Standard,B
"90D Elbow, Clean PVC",05,Clean PVC,0502,Fitting,0502001,Elbow,0502001001,90D Elbow,B
"Faucet Socket (Female Adapter), Clean PVC",05,Clean PVC,0502,Fitting,0502003,Socket,0502003002,Faucet Socket (Female Adapter),B
"Solvent Cement (Adhesive), PVC Solvent Cement, Gasket & Solvent Cement",05,Clean PVC,0505,Gasket & Solvent Cement,0505001,Solvent Cement (Adhesive),0505001001,PVC Solvent Cement,B
"Pipe, Clear PVC",06,Clear PVC,0605,Pipe,0605001,Standard,0605001001,Standard,B
"Socket, Clear PVC",06,Clear PVC,0606,Fitting,0606002,Socket,0606002001,Standard,B
"Elbow Box, Clear PVC",06,Clear PVC,0609,Elbow Box,0609001,Standard,0609001001,Standard,B
"Tee Box, Clear PVC",06,Clear PVC,0610,Tee Box,0610001,Standard,0610001001,Standard,B
"Valve Box, Clear PVC",06,Clear PVC,0611,Valve Box,0611001,Standard,0611001001,Standard,B
"Union Box, Clear PVC",06,Clear PVC,0615,Union Box,0615001,Standard,0615001001,Standard,B
"Reducer Box, Clear PVC",06,Clear PVC,0616,Reducer Box,0616001,Standard,0616001001,Standard,B
"Loop Box, Clear PVC",06,Clear PVC,0619,Loop Box,0619001,Standard,0619001001,Standard,B
Clear PVC,06,Clear PVC,0625,Other,0625001,Standard,0625001001,Standard,B
"Valve Box, HT PVC",07,HT PVC,0707,Valve Box,0707001,Standard,0707001001,Valve Box / HT PVC,B
"Tee, PE",08,PE,0802,Fitting,0802002,Tee,0802002002,Tee,B
PE,08,PE,0804,Other,0804001,Other,0804001001,Other,B
"H-Beam, Steel",09,Structural Shapes,0901,Steel,0901001,H-Beam,0901001001,Steel,C
"Angle, Steel",09,Structural Shapes,0901,Steel,0901003,Angle,0901003001,Steel,C
"Square & Rectangular Tube, Square Tube, Stainless Steel",09,Structural Shapes,0902,Stainless Steel,0902004,Square & Rectangular Tube,0902004001,Square Tube,C
Steel Plate,10,Plate & Sheet,1001,Steel,1001001,Steel,1001001001,Steel Plate,C2
"Steel, Galvanized Sheet",10,Plate & Sheet,1001,Steel,1001001,Steel,1001001003,Galvanized Sheet,C2
SUS Plate,10,Plate & Sheet,1002,SUS,1002001,SUS,1002001001,SUS Plate,C2
"Plate, PVC, Gray",10,Plate & Sheet,1003,PVC,1003001,Plate,1003001001,Gray,C2
"Plate, PVC, Ivory",10,Plate & Sheet,1003,PVC,1003001,Plate,1003001002,Ivory,C2
"Name Plate, PVC",10,Plate & Sheet,1003,PVC,1003001,Plate,1003001003,Name Plate,C2
"Plate, PVC, Fabricated",10,Plate & Sheet,1003,PVC,1003001,Plate,1003001004,Fabricated,C2
"Plate, AL",10,Plate & Sheet,1004,AL,1004001,Plate,1004001001,Plate,C2
"Single-Stage Volute, Volute (Centrifugal) Pump",11,Pump & Motor,1101,Volute (Centrifugal) Pump,1101003,Single-Stage Volute,1101003001,Standard,F
In-Line Pump,11,Pump & Motor,1102,In-Line Pump,1102001,In-Line,1102001001,In-Line,F
Diaphragm Pump,11,Pump & Motor,1104,Diaphragm Pump,1104001,Diaphragm Pump,1104001001,Pump,F
Pump & Motor,11,Pump & Motor,1110,Standard,1110002,Standard,1110002001,Standard,F
Vacuum Pump,11,Pump & Motor,1111,Vacuum Pump,1111001,Standard,1111001001,Standard,F
Motor,11,Pump & Motor,1112,Motor,1112001,Standard,1112001001,Standard,F
"Wetted Parts, Pump Parts & Accessories",11,Pump & Motor,1114,Pump Parts & Accessories,1114001,Wetted Parts,1114001001,Wetted Parts,F
Pump Parts & Accessories,11,Pump & Motor,1114,Pump Parts & Accessories,1114003,Other,1114003001,Standard,F
Muffler,12,Compressor,1206,Other,1206003,Muffler,1206003001,Muffler,F
Pressure Gauge,13,Instrumentation & Measuring Equipment,1301,Pressure Gauge,1301001,Pressure Gauge,1301001001,Pressure Gauge,F
Temperature Gauge,13,Instrumentation & Measuring Equipment,1302,Temperature Gauge,1302001,Temperature Gauge,1302001001,Temperature Gauge,F
Flow Meter,13,Instrumentation & Measuring Equipment,1303,Flow Meter,1303001,Flow Meter,1303001001,Flow Meter,F
Ultrasonic Flowmeter,13,Instrumentation & Measuring Equipment,1303,Flow Meter,1303001,Flow Meter,1303001004,Ultrasonic Flowmeter,F
Level Transmitter,13,Instrumentation & Measuring Equipment,1305,Transmitter,1305001,Level Transmitter,1305001001,Level Transmitter,F
Standard Transmitter,13,Instrumentation & Measuring Equipment,1305,Transmitter,1305005,Standard Transmitter,1305005001,Transmitter,F
Leak Sensor,13,Instrumentation & Measuring Equipment,1310,Sensor,1310001,Leak Sensor,1310001002,Standard,F
Sensor,13,Instrumentation & Measuring Equipment,1310,Sensor,1310002,Standard,1310002001,Standard,F
Switch,13,Instrumentation & Measuring Equipment,1313,Switch,1313001,Standard,1313001001,Standard,F
Instrumentation & Measuring Equipment,13,Instrumentation & Measuring Equipment,1314,Other,1314001,Standard,1314001001,Standard,F
Level Gauge,13,Instrumentation & Measuring Equipment,1317,Level Gauge,1317001,Level Gauge,1317001001,Level Gauge,F
"PTFE (Teflon) Gasket, 10K, RF 3.0T",14,Gasket,1401,PTFE (Teflon) Gasket,1401001,10K,1401001001,RF 3.0T,E
"PTFE (Teflon) Gasket, 150#, RF 3.0T",14,Gasket,1401,PTFE (Teflon) Gasket,1401003,150#,1401003001,RF 3.0T,E
"PTFE (Teflon) Gasket, 150#, Blind 3.0T",14,Gasket,1401,PTFE (Teflon) Gasket,1401003,150#,1401003003,Blind 3.0T,E
"PTFE (Teflon) Gasket, 150#, RF 3.2T",14,Gasket,1401,PTFE (Teflon) Gasket,1401003,150#,1401003004,RF 3.2T,E
"PTFE (Teflon) Gasket, 150#, FF 3.2T",14,Gasket,1401,PTFE (Teflon) Gasket,1401003,150#,1401003005,FF 3.2T,E
"PTFE (Teflon) Gasket, 150#, RF 1.6T",14,Gasket,1401,PTFE (Teflon) Gasket,1401003,150#,1401003006,RF 1.6T,E
"PTFE (Teflon) Gasket, 300#, RF",14,Gasket,1401,PTFE (Teflon) Gasket,1401004,300#,1401004001,RF,E
"PTFE (Teflon) Gasket, Machining / Fabrication",14,Gasket,1401,PTFE (Teflon) Gasket,1401008,Machining / Fabrication,1401008001,Standard,E
"PTFE (Teflon) Gasket, 16K, RF 3.0T",14,Gasket,1401,PTFE (Teflon) Gasket,1401009,16K,1401009001,RF 3.0T,E
"Spiral Wound 150#, IN304/OUT304, 304/Graphite",14,Gasket,1402,Spiral Wound 150#,1402001,IN304/OUT304,1402001001,304/Graphite,E
"Spiral Wound 150#, IN304/OUT304, 304/PTFE",14,Gasket,1402,Spiral Wound 150#,1402001,IN304/OUT304,1402001003,304/PTFE,E
"Spiral Wound 150#, IN316/OUT316, 316/Graphite",14,Gasket,1402,Spiral Wound 150#,1402003,IN316/OUT316,1402003002,316/Graphite,E
"Rubber (EPDM) Gasket, RF, 150#",14,Gasket,1404,Rubber (EPDM) Gasket,1404001,RF,1404001003,150#,E
"Rubber (EPDM) Gasket, FF, 150#",14,Gasket,1404,Rubber (EPDM) Gasket,1404002,FF,1404002003,150#,E
"Non-Asbestos Sheet Gasket, RF, 150#",14,Gasket,1406,Non-Asbestos Sheet Gasket,1406001,RF,1406001003,150#,E
"Non-Asbestos Sheet Gasket, FF, 150#",14,Gasket,1406,Non-Asbestos Sheet Gasket,1406002,FF,1406002003,150#,E
"Graphite Gasket, 150# RF, Custom Machined",14,Gasket,1408,Graphite Gasket,1408001,150# RF,1408001001,Custom Machined,E
"Garlock Gasket, #3500 RF, #150 3.2THK",14,Gasket,1410,Garlock Gasket,1410007,#3500 RF,1410007003,#150 3.2THK,E
"Eplon (EPDM+Teflon) Gasket, FF, 10K",14,Gasket,1412,Eplon (EPDM+Teflon) Gasket,1412001,FF,1412001001,10K,E
"Eplon (EPDM+Teflon) Gasket, FF, 150#",14,Gasket,1412,Eplon (EPDM+Teflon) Gasket,1412001,FF,1412001002,150#,E
"Eplon (EPDM+Teflon) Gasket, RF, 150#",14,Gasket,1412,Eplon (EPDM+Teflon) Gasket,1412002,RF,1412002001,150#,E
"Spiral Wound 300#, IN304/OUT304, 304/Graphite",14,Gasket,1414,Spiral Wound 300#,1414001,IN304/OUT304,1414001001,304/Graphite,E
"O-Ring, EPDM",14,Gasket,1416,O-Ring,1416001,EPDM,1416001001,Standard,E
Packing,14,Gasket,1417,Packing,1417001,Packing,1417001001,Packing,E
"Metal, Gap Ring",14,Gasket,1431,Metal,1431008,Gap Ring,1431008001,Gap Ring,E
Machining / Fabrication,14,Gasket,1432,Machining / Fabrication,1432001,Machining / Fabrication,1432001001,Machining / Fabrication,E
"S-Viton, For Coated Duct",14,Gasket,1442,S-Viton,1442001,Standard,1442001001,For Coated Duct,E
"Cooling Tower, Cooling Equipment",16,HVAC Equipment,1604,Cooling Equipment,1604003,Cooling Tower,1604003001,Standard,F
"Jacket Heater, Drying Equipment",16,HVAC Equipment,1606,Drying Equipment,1606001,Heater,1606001001,Jacket Heater,F
"Outside Air Handling Unit (OAU), Makeup Air Unit (MAU), Air Handling Equipment",16,HVAC Equipment,1608,Air Handling Equipment,1608005,Outside Air Handling Unit (OAU),1608005001,Makeup Air Unit (MAU),F
"Blower / Fan, Air Moving Equipment",16,HVAC Equipment,1609,Air Moving Equipment,1609001,Blower / Fan,1609001002,Blower / Fan,F
"NBR/EPDM Elastomeric Foam Insulation, Tube Insulation (Pipe Cover), Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701003,NBR/EPDM Elastomeric Foam Insulation,1701003001,Tube Insulation (Pipe Cover),D
"NBR/EPDM Elastomeric Foam Insulation, Roll / Sheet Insulation, Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701003,NBR/EPDM Elastomeric Foam Insulation,1701003002,Roll / Sheet Insulation,D
"Insulation Jacketing (Finish), Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701005,Insulation Jacketing (Finish),1701005001,Insulation Jacketing (Finish),D
"Fiberglass Pipe Insulation, Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701006,Fiberglass Pipe Insulation,1701006001,Fiberglass Pipe Insulation,D
"Pipe Protection Cover, Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701008,Pipe Protection Cover,1701008001,Pipe Protection Cover,D
"Mineral Wool Insulation, Pipe Insulation (Pipe Covering)",17,Plumbing Piping Materials (Supply & Drain),1701,Pipe Insulation (Pipe Covering),1701009,Mineral Wool Insulation,1701009001,Mineral Wool Insulation,D
Valve,17,Plumbing Piping Materials (Supply & Drain),1702,Valve,1702003,Other,1702003001,Other,D
"Pipe Hanger, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704001,Pipe Hanger,1704001003,Standard,D
"Pipe Hanger, Clevis Hanger, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704001,Pipe Hanger,1704001005,Clevis Hanger,D
"Strut Framing System, Strut Channel, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704002,Strut Framing System,1704002001,Strut Channel,D
"Strut Framing System, Bracket, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704002,Strut Framing System,1704002002,Bracket,D
"Pipe Saddle, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704003,Pipe Saddle,1704003001,Saddle,D
"Pipe Shoe, Anchor Shoe (Pipe Anchor), Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004001,Anchor Shoe (Pipe Anchor),D
"Pipe Shoe, Resting Shoe, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004002,Resting Shoe,D
"Pipe Shoe, Pipe Clamp, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004003,Pipe Clamp,D
"Pipe Shoe, Riser Clamp, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004004,Riser Clamp,D
"Rubber-Lined Pipe Shoe, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004006,Rubber-Lined Pipe Shoe,D
"Pipe Shoe, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704004,Pipe Shoe,1704004009,Other,D
"AL Bar, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704005,AL Bar,1704005001,Standard,D
"Beam Clamp, Galvanized, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704006,Beam Clamp,1704006002,Galvanized,D
"Support Fabrication, Other Fabricated Supports, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704007,Support Fabrication,1704007002,Other Fabricated Supports,D
"Tube Clip, SUS 304, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704008,Tube Clip,1704008001,SUS 304,D
"Flat Bar / Plate, Rubber Pad, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704009,Flat Bar / Plate,1704009002,Rubber Pad,D
"Flat Bar / Plate, Steel, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704009,Flat Bar / Plate,1704009005,Steel,D
"Miscellaneous Support Materials, Clamp, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704010,Miscellaneous Support Materials,1704010002,Clamp,D
"Rubber End Cap, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704011,Rubber End Cap,1704011001,Standard,D
"U-Bend, Vibration-Isolating U-Bolt, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704012,U-Bend,1704012001,Vibration-Isolating U-Bolt,D
"Urethane Block, Pipe Support Materials",17,Plumbing Piping Materials (Supply & Drain),1704,Pipe Support Materials,1704013,Urethane Block,1704013001,Urethane Block,D
"NW Flange Assemblies, NW Clamp, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705001,NW Flange Assemblies,1705001001,NW Clamp,D
"NW Flange Assemblies, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705001,NW Flange Assemblies,1705001002,NW Flange,D
"DC Flange Assemblies, DC Clamp, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705002,DC Flange Assemblies,1705002001,DC Clamp,D
"Bellows Assemblies, NW Flange Type, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705003,Bellows Assemblies,1705003001,NW Flange Type,D
"Center O-Ring, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705004,Center O-Ring,1705004001,Center O-Ring,D
"Gasket, Teflon, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705006,Gasket,1705006001,Teflon,D
"House Vacuum, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705009,House Vacuum,1705009001,House Vacuum,D
"SP Flange, SUS+PVC, Vacuum Piping Fittings",17,Plumbing Piping Materials (Supply & Drain),1705,Vacuum Piping Fittings,1705011,SP Flange,1705011001,SUS+PVC,D
"Pipe, PVDF",18,PVDF,1801,Pipe,1801001,Standard,1801001001,Standard,B
"90D Elbow, PVDF",18,PVDF,1802,Fitting,1802001,Elbow,1802001001,90D Elbow,B
"45D Elbow, PVDF",18,PVDF,1802,Fitting,1802001,Elbow,1802001002,45D Elbow,B
"Tee, PVDF",18,PVDF,1802,Fitting,1802002,Tee,1802002001,Tee,B
"Reducing Tee, PVDF",18,PVDF,1802,Fitting,1802002,Tee,1802002002,Reducing Tee,B
"Concentric Reducer, PVDF",18,PVDF,1802,Fitting,1802003,Concentric Reducer,1802003001,Concentric Reducer,B
"Stub End, PVDF",18,PVDF,1802,Fitting,1802004,Stub End,1802004001,Standard,B
"Union, PVDF",18,PVDF,1802,Fitting,1802005,Union,1802005001,Standard,B
"Adapter, PVDF",18,PVDF,1802,Fitting,1802007,Adapter,1802007001,Adapter,B
"Transition Fitting, PVDF",18,PVDF,1802,Fitting,1802008,Transition Fitting,1802008001,Standard,B
"Bush, PVDF",18,PVDF,1802,Fitting,1802016,Bush,1802016001,Standard,B
"Flange, PVDF",18,PVDF,1803,Flange,1803001,Flange,1803001001,Flange,B
"Check Valve, BW, PVDF",18,PVDF,1804,Valve,1804001,Check Valve,1804001002,BW,B
"Check Valve, Flange, PVDF",18,PVDF,1804,Valve,1804001,Check Valve,1804001003,Flange,B
"Ball Valve, BW, PVDF",18,PVDF,1804,Valve,1804002,Ball Valve,1804002002,BW,B
"Diaphragm Valve, Union Butt Type, PVDF",18,PVDF,1804,Valve,1804004,Diaphragm Valve,1804004001,Union Butt Type,B
"Chemical Filter, Entegris",19,Filter,1901,Chemical Filter,1901001,Standard,1901001001,Entegris,F
Gas Filter,19,Filter,1902,Gas Filter,1902001,Standard,1902001001,Standard,F
"Purifier, SUS 316L, Gas Filter",19,Filter,1902,Gas Filter,1902002,Purifier,1902002001,SUS 316L,F
"SUS, Chemical Filter Housing",19,Filter,1903,Chemical Filter Housing,1903002,SUS,1903002003,Standard,F
"PP, Chemical Filter Cartridge",19,Filter,1904,Chemical Filter Cartridge,1904002,PP,1904002002,Standard,F
Water Treatment Filter,19,Filter,1906,Water Treatment Filter,1906001,Standard,1906001001,Standard,F
"Filter Housing, PCW Filter",19,Filter,1907,PCW Filter,1907002,Filter Housing,1907002001,Standard,F
Air Filter,19,Filter,1908,Air Filter,1908001,Filter,1908001001,Filter,F
Male VCR,20,Regulator,2001,VCR,2001001,VCR,2001001001,Male VCR,F
Female VCR,20,Regulator,2001,VCR,2001001,VCR,2001001002,Female VCR,F
LOK,20,Regulator,2002,LOK,2002001,LOK,2002001001,LOK,F
Regulator,20,Regulator,2003,Standard,2003001,Standard,2003001001,Standard,F
"Scrubber / Dust Collector, Air Pollution Control Equipment",22,Environmental Equipment,2202,Air Pollution Control Equipment,2202001,Scrubber / Dust Collector,2202001001,Standard,F
"Noise & Vibration Control Device, Pump Inertia Base, Noise & Vibration Control Equipment",22,Environmental Equipment,2203,Noise & Vibration Control Equipment,2203001,Noise & Vibration Control Device,2203001007,Pump Inertia Base,F
"90D Elbow, PP",23,PP,2301,Fitting,2301002,90D Elbow,2301002001,Standard,B
"45D Elbow, PP",23,PP,2301,Fitting,2301003,45D Elbow,2301003001,Standard,B
"Concentric Reducer, PP",23,PP,2301,Fitting,2301004,Concentric Reducer,2301004001,Standard,B
"Tee, PP",23,PP,2301,Fitting,2301006,Tee,2301006001,Standard,B
"Tee, Jacketed Double Containment, PP",23,PP,2301,Fitting,2301006,Tee,2301006004,Jacketed Double Containment,B
"Union, Socket, PP",23,PP,2301,Fitting,2301009,Union,2301009001,Socket,B
"Union, Weld, PP",23,PP,2301,Fitting,2301009,Union,2301009003,Weld,B
"Socket, PP",23,PP,2301,Fitting,2301010,Socket,2301010001,Standard,B
"Socket, Jacketed Double Containment, PP",23,PP,2301,Fitting,2301010,Socket,2301010003,Jacketed Double Containment,B
"R-Tee, PP",23,PP,2301,Fitting,2301013,R-Tee,2301013001,Standard,B
"Cap, PP",23,PP,2301,Fitting,2301018,Cap,2301018001,Standard,B
"Adapter, Male, PP",23,PP,2301,Fitting,2301020,Adapter,2301020001,Male,B
"Adapter, Female, PP",23,PP,2301,Fitting,2301020,Adapter,2301020002,Female,B
"Ring, PP",23,PP,2301,Fitting,2301021,Ring,2301021001,Standard,B
"Guide, PP",23,PP,2301,Fitting,2301022,Guide,2301022001,Standard,B
"Lock Nut, PP",23,PP,2301,Fitting,2301024,Lock Nut,2301024001,Standard,B
"Ball Valve, Butt Weld, PP",23,PP,2302,Valve,2302002,Ball Valve,2302002003,Butt Weld,B
"Ball Valve, Socket, PP",23,PP,2302,Valve,2302002,Ball Valve,2302002004,Socket,B
"Swing Check Valve, PP",23,PP,2302,Valve,2302004,Swing Check Valve,2302004001,Swing Check Valve,B
"Ball Check Valve, PP",23,PP,2302,Valve,2302005,Ball Check Valve,2302005001,Standard,B
"Relief Valve, PP",23,PP,2302,Valve,2302007,Relief Valve,2302007001,Standard,B
"Check Valve, PP",23,PP,2302,Valve,2302012,Check Valve,2302012001,Standard,B
"Blind Flange, PP",23,PP,2303,Flange,2303001,Blind Flange,2303001001,Standard,B
"Flange, PP",23,PP,2303,Flange,2303002,Flange,2303002001,Standard,B
"Adapter, PP",23,PP,2303,Flange,2303003,Adapter,2303003001,Standard,B
"PP, Pipe",23,PP,2304,Pipe,2304001,PP,2304001001,Standard,B
"Union End Connector, PP",23,PP,2310,Other,2310003,Union End Connector,2310003001,Standard,B
PP,23,PP,2310,Other,2310004,Standard,2310004001,Standard,B
"Union, Copper & Brass",25,Copper & Brass,2501,Fitting,2501007,Union,2501007001,Standard,B
"Bushing, Brass",25,Copper & Brass,2501,Fitting,2501011,Bushing,2501011001,Brass,B
"Pipe, Copper / Brass",25,Copper & Brass,2503,Pipe,2503001,Copper / Brass,2503001001,Pipe / Tube,B
"Ball Valve, Brass",25,Copper & Brass,2504,Valve,2504002,Ball Valve,2504002001,Brass,B
"Ball Valve, Cast Bronze, Copper & Brass",25,Copper & Brass,2504,Valve,2504002,Ball Valve,2504002002,Cast Bronze,B
"Check Valve, Bronze, Copper & Brass",25,Copper & Brass,2504,Valve,2504005,Check Valve,2504005001,Bronze,B
"Relief Valve, Brass",25,Copper & Brass,2504,Valve,2504006,Relief Valve,2504006001,Brass,B
"Relief Valve, Bronze, Copper & Brass",25,Copper & Brass,2504,Valve,2504006,Relief Valve,2504006002,Bronze,B
"Safety Valve, Copper & Brass",25,Copper & Brass,2504,Valve,2504007,Safety Valve,2504007001,Safety Valve,B
"Brass, Threaded, Pressure Reducing Valve",25,Copper & Brass,2509,Pressure Reducing Valve,2509001,Brass,2509001001,Threaded,B
"Vacuum Piping Fabrication, Pipe",26,Vacuum Piping,2601,Vacuum Piping Fabrication,2601001,Vacuum Piping Fabrication,2601001001,Pipe,F
"Vacuum Piping Fabrication, Elbow",26,Vacuum Piping,2601,Vacuum Piping Fabrication,2601001,Vacuum Piping Fabrication,2601001003,Elbow,F
"Vacuum Piping Fabrication, Reducer",26,Vacuum Piping,2601,Vacuum Piping Fabrication,2601001,Vacuum Piping Fabrication,2601001017,Reducer,F
"Pipe, SCH80",27,PVC SCH80,2701,Pipe,2701001,Pipe,2701001001,SCH80,B
"45D Elbow, SCH80",27,PVC SCH80,2702,Fitting,2702001,45D Elbow,2702001001,SCH80,B
"90D Elbow, PVC SCH80",27,PVC SCH80,2702,Fitting,2702002,90D Elbow,2702002001,Standard,B
"Cap, SCH80",27,PVC SCH80,2702,Fitting,2702003,Cap,2702003001,SCH80,B
"R-Tee, SCH80",27,PVC SCH80,2702,Fitting,2702004,R-Tee,2702004001,SCH80,B
"Bushing, SCH80",27,PVC SCH80,2702,Fitting,2702005,Bushing,2702005001,SCH80,B
"Tee, PVC SCH80",27,PVC SCH80,2702,Fitting,2702006,Tee,2702006001,Standard,B
"Union, SCH80",27,PVC SCH80,2702,Fitting,2702007,Union,2702007001,SCH80,B
"Socket, PVC SCH80",27,PVC SCH80,2702,Fitting,2702008,Socket,2702008001,Standard,B
"Reducer, PVC SCH80",27,PVC SCH80,2702,Fitting,2702009,Reducer,2702009001,Standard,B
"Coupling, PVC SCH80",27,PVC SCH80,2702,Fitting,2702010,Coupling,2702010001,Coupling,B
"Y-Tee, SCH80",27,PVC SCH80,2702,Fitting,2702011,Y-Tee,2702011001,SCH80,B
"Adapter, SCH 80",27,PVC SCH80,2702,Fitting,2702013,Adapter,2702013001,SCH 80,B
"Flange, PVC SCH80",27,PVC SCH80,2703,Flange,2703001,Flange,2703001001,Flange,B
"Blind Flange, PVC SCH80",27,PVC SCH80,2703,Flange,2703001,Flange,2703001002,Blind Flange,B
"Ball Valve, PVC SCH80",27,PVC SCH80,2704,Valve,2704001,Ball Valve,2704001001,Ball Valve,B
Nickel Alloy Steel,28,Nickel Alloy Steel,2818,Other,2818001,Other,2818001001,Other,A
"Pipe, SCH80, C PVC",29,C PVC,2901,Pipe,2901001,Standard,2901001001,SCH80,B
"Pipe, C PVC",29,C PVC,2901,Pipe,2901001,Standard,2901001002,Standard,B
"90D Elbow, SCH80, C PVC",29,C PVC,2902,Fitting,2902001,90D Elbow,2902001001,SCH80,B
"90D Elbow, C PVC",29,C PVC,2902,Fitting,2902001,90D Elbow,2902001002,Standard,B
"45D Elbow, SCH80, C PVC",29,C PVC,2902,Fitting,2902002,45D Elbow,2902002001,SCH80,B
"45D Elbow, C PVC",29,C PVC,2902,Fitting,2902002,45D Elbow,2902002002,Standard,B
"Tee, SCH80, C PVC",29,C PVC,2902,Fitting,2902003,Tee,2902003001,SCH80,B
"Tee, C PVC",29,C PVC,2902,Fitting,2902003,Tee,2902003002,Standard,B
